Loss,random_avg_energy,expert_avg_energy,random_expert_diff,Best Model Epoch,Best Random Energy,Best Expert Energy,Number of train calls total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.006137973,1.0,-0.01921497844159603,1.019214978441596,0,1.0,-0.01921497844159603,1,0.16008338099345565,0,6.603822112083435e-05,0.16014941921457648,1.198170395102352,0
0.007905925,-0.8847039341926575,-0.4976390302181244,-0.3870649039745331,0,1.0,-0.01921497844159603,101,0.0719141960144043,1.0397371319122612,2.9018614441156387e-05,1.1116803465411067,11.36848564259708,100
0.0073403236,-1.0,-0.7602466344833374,-0.2397533655166626,0,1.0,-0.01921497844159603,201,0.08035118505358696,0.8971937331371009,2.1571293473243713e-05,0.9775664894841611,20.221426581963897,200
0.010233104,-0.7005956172943115,-0.9566118717193604,0.25601625442504883,0,1.0,-0.01921497844159603,301,0.08236906491219997,0.8503844360820949,3.686826676130295e-05,0.9327903692610562,27.906853284686804,300
0.0048027677,-0.3776145875453949,-0.9517552852630615,0.5741406977176666,0,1.0,-0.01921497844159603,401,0.03977375477552414,0.864806653931737,2.7988571673631668e-05,0.9046083972789347,35.87629853980616,400
0.0060835513,-0.6242110133171082,-0.9757863283157349,0.3515753149986267,0,1.0,-0.01921497844159603,501,0.08797276997938752,0.8522075018845499,3.6747660487890244e-05,0.9402170195244253,43.913942378014326,500
0.008345845,-0.5312823057174683,-0.9895725250244141,0.4582902193069458,0,1.0,-0.01921497844159603,601,0.10351240262389183,0.8228622730821371,3.899168223142624e-05,0.9264136673882604,51.61448982870206,600
0.007226906,-0.5984789729118347,-0.991878867149353,0.3933998942375183,0,1.0,-0.01921497844159603,701,0.04310479620471597,0.8844502726569772,2.9165763407945633e-05,0.9275842346251011,58.95586213003844,700
0.009029121,-0.44947075843811035,-0.9965839982032776,0.5471132397651672,0,1.0,-0.01921497844159603,801,0.05662259180098772,0.7923117121681571,2.3066066205501556e-05,0.8489573700353503,66.70753363426775,800
0.010464558,0.866260290145874,-0.996213436126709,1.862473726272583,900,0.866260290145874,-0.996213436126709,901,0.07486444106325507,0.8052467610687017,3.067683428525925e-05,0.8801418789662421,74.27084777131677,900
0.013593466,0.0632176473736763,-0.9998112320899963,1.0630288794636726,900,0.866260290145874,-0.996213436126709,1001,0.07042846083641052,0.7680607256479561,2.5601591914892197e-05,0.8385147880762815,81.85906453244388,1000
0.011499203,-0.19126993417739868,-0.9999540448188782,0.8086841106414795,900,0.866260290145874,-0.996213436126709,1101,0.03297786694020033,0.8031189767643809,2.8131064027547836e-05,0.8361249747686088,89.61251636222005,1100
0.011445428,-0.4581972658634186,-0.9988426566123962,0.5406453907489777,900,0.866260290145874,-0.996213436126709,1201,0.03255757596343756,0.8492930019274354,2.7085188776254654e-05,0.8818776630796492,97.07495456794277,1200
0.017557444,-0.26884397864341736,-0.9994262456893921,0.7305822670459747,900,0.866260290145874,-0.996213436126709,1301,0.0532722850330174,0.8593739639036357,2.5428831577301025e-05,0.9126716777682304,104.70795924868435,1300
0.009106929,-0.46387380361557007,-0.9985756874084473,0.5347018837928772,900,0.866260290145874,-0.996213436126709,1401,0.056723576970398426,0.8979351287707686,3.260187804698944e-05,0.9546913076192141,112.08446241170168,1400
0.008504778,-0.37759289145469666,-1.0,0.6224071085453033,900,0.866260290145874,-0.996213436126709,1501,0.043510688934475183,0.7813917910680175,3.353459760546684e-05,0.8249360146000981,118.92482212372124,1500
0.007874618,-0.7170069813728333,-0.9998781085014343,0.2828711271286011,900,0.866260290145874,-0.996213436126709,1601,0.08119633188471198,0.8667120840400457,5.504116415977478e-05,0.9479634570889175,125.50257315160707,1600
0.0059847385,-0.6789961457252502,-0.9993318915367126,0.3203357458114624,900,0.866260290145874,-0.996213436126709,1701,0.04448577295988798,0.7906187963671982,3.409106284379959e-05,0.83513866038993,132.17069871537387,1700
