Loss,random_avg_energy,expert_avg_energy,expert*20_avg_energy,random_expert_diff,Best Model Epoch,Best Random Energy,Best Expert Energy,Number of train calls total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.03838696,0.19103766977787018,0.033096034079790115,0.052062027156353,0.15794163569808006,0,0.19103766977787018,0.033096034079790115,1,0.018953487000089808,0,6.0412000038923e-05,0.01901389900012873,1.0199091109998335,0
0.02008444,-18.25363540649414,-28.793228149414062,-16.057174682617188,10.539592742919922,500,-18.25363540649414,-28.793228149414062,501,0.022959000999890122,1.0020285199998398,3.4502000289649004e-05,1.0250220230000195,10.888042725006471,500
0.014970857,-18.666704177856445,-39.69630432128906,-10.68973445892334,21.029600143432617,1000,-18.666704177856445,-39.69630432128906,1001,0.01872154500006218,1.1192429210000228,2.7376999696571147e-05,1.1379918429997815,21.312325592005436,1000
0.011642202,-21.591869354248047,-45.59013748168945,2.29093074798584,23.998268127441406,1500,-21.591869354248047,-45.59013748168945,1501,0.021051017000445427,1.0628973640000368,3.478200005702092e-05,1.0839831630005392,30.84642386500491,1500
0.011094379,-23.300466537475586,-50.07037353515625,16.699037551879883,26.769906997680664,2000,-23.300466537475586,-50.07037353515625,2001,0.01725635200000397,1.0286605709998184,2.304800000274554e-05,1.0459399709998252,40.750063320006575,2000
0.00894491,-27.428821563720703,-54.381290435791016,31.36309242248535,26.952468872070312,2500,-27.428821563720703,-54.381290435791016,2501,0.014879457999995793,1.0670588420002787,1.7112000477936817e-05,1.0819554120007524,49.88305828600505,2500
0.008170395,-29.12105941772461,-58.386112213134766,39.63728713989258,29.265052795410156,3000,-29.12105941772461,-58.386112213134766,3001,0.010196067999913794,1.0626881729999695,1.8438000552123412e-05,1.0729026790004355,56.15446275599879,3000
0.008032768,-33.04220199584961,-61.54827880859375,47.5876579284668,28.50607681274414,3000,-29.12105941772461,-58.386112213134766,3501,0.014041716000065207,1.0869056139999884,2.2000000171829015e-05,1.1009693300002255,65.44203060399514,3500
0.00798661,-36.40788269042969,-65.29532623291016,52.965911865234375,28.88744354248047,3000,-29.12105941772461,-58.386112213134766,4001,0.018279169999914302,1.010852795000119,2.6679999791667797e-05,1.029158644999825,75.66291563099321,4000
0.007825971,-39.33872604370117,-69.00276947021484,55.52083206176758,29.664043426513672,4500,-39.33872604370117,-69.00276947021484,4501,0.01060519500015289,0.9671228189999965,1.7600000319362152e-05,0.9777456140004688,84.48247314199443,4500
