Loss,random_avg_energy,expert_avg_energy,expert*20_avg_energy,random_expert_diff,Best Model Epoch,Best Random Energy,Best Expert Energy,Number of train calls total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.0024001002,0.20937830209732056,0.04971965029835701,0.05718707665801048,0.15965865179896355,0,0.20937830209732056,0.04971965029835701,1,0.020405037000273296,0,5.412600012277835e-05,0.020459163000396074,0.9829125150008622,0
0.0024358176,-7.356374263763428,-8.136327743530273,-2.543476104736328,0.7799534797668457,500,-7.356374263763428,-8.136327743530273,501,0.019725346000086574,0.9636055850000957,2.6958999569615116e-05,0.9833578899997519,11.877817971999775,500
0.002622551,-11.194687843322754,-17.87603187561035,-7.882810115814209,6.681344032287598,1000,-11.194687843322754,-17.87603187561035,1001,0.020068891999926564,1.1431162469998526,2.6610000531945843e-05,1.163211749000311,19.478365300002224,1000
0.0020838734,-12.281281471252441,-24.9942626953125,-13.074535369873047,12.712981224060059,1500,-12.281281471252441,-24.9942626953125,1501,0.013568459999987681,1.08883463400025,1.8507999811845366e-05,1.1024216020000495,29.558057210001607,1500
0.0020822475,-12.220191955566406,-32.80665969848633,-19.277856826782227,20.586467742919922,2000,-12.220191955566406,-32.80665969848633,2001,0.014126228999884916,0.94617249599969,2.5212000309693394e-05,0.9603239369998846,38.937780240995835,2000
0.001595407,-15.271185874938965,-41.022247314453125,-24.28446388244629,25.75106143951416,2500,-15.271185874938965,-41.022247314453125,2501,0.00995553899974766,1.1053160090000347,1.676199963185354e-05,1.1152883099994142,48.877971647984396,2500
0.0014129144,-18.360164642333984,-48.15078353881836,-27.156572341918945,29.790618896484375,3000,-18.360164642333984,-48.15078353881836,3001,0.010118198999862216,1.2186395210001137,1.7040999864548212e-05,1.2287747609998405,56.399959584967746,3000
0.00139323,-18.49106788635254,-56.70181655883789,-30.46014404296875,38.21074867248535,3500,-18.49106788635254,-56.70181655883789,3501,0.01551298799995493,1.0521511020001526,2.4653999844304053e-05,1.0676887439999518,64.9236136479849,3500
0.0013157895,-18.467906951904297,-62.73621368408203,-31.73830223083496,44.268306732177734,4000,-18.467906951904297,-62.73621368408203,4001,0.02011675899984766,1.093033552000179,3.275400013080798e-05,1.1131830650001575,75.53440644198963,4000
0.001192321,-17.92677879333496,-68.12425231933594,-31.917442321777344,50.19747352600098,4500,-17.92677879333496,-68.12425231933594,4501,0.014802286000303866,1.0453949769998871,2.5771999844437232e-05,1.0602230350000355,84.55806177598333,4500
