Loss,random_avg_energy,expert_avg_energy,random_expert_diff,Best Model Epoch,Best Random Energy,Best Expert Energy,Number of train calls total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.006137973,1.0,-0.01921497844159603,1.019214978441596,0,1.0,-0.01921497844159603,1,0.12813856406137347,0,5.486607551574707e-05,0.12819343013688922,0.9817572026513517,0
0.007905925,-0.8847039341926575,-0.4976390302181244,-0.3870649039745331,0,1.0,-0.01921497844159603,101,0.12132306210696697,0.8550052689388394,3.4344382584095e-05,0.9763626754283905,11.420313062611967,100
